interpro_id,keywords
IPR000479,"independent,mannose,repeat,cation independent,independent mannose,mannose 6,6 phosphate,phosphate receptor,receptor repeat,mannose,mannose binding,signaling receptor,receptor activity,lysosomal,lysosomal transport,monosaccharide,monosaccharide binding,mannose,mannose binding,molecule binding,localization in,in cell,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,lysosomal,lysosomal transport,carbohydrate binding,cellular localization,intracellular transport,vacuolar,vacuolar transport"
IPR000480,"glutelin,nutrient,reservoir,nutrient reservoir,reservoir activity,nutrient,reservoir,nutrient reservoir,reservoir activity"
IPR000481,"gpcr,fungal,pheromone,alpha,gpcr fungal,fungal pheromone,pheromone b,b alpha,alpha receptor,mating,alpha,pheromone,mating type,type alpha,alpha factor,factor pheromone,pheromone receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,pheromone,pheromone receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,mating,alpha,pheromone,mating type,type alpha,alpha factor,factor pheromone,pheromone receptor,receptor activity,peptide,pheromone,peptide pheromone,pheromone receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,mating,pheromone,mating type,type factor,factor pheromone,pheromone receptor,receptor activity"
IPR000482,"hydroxytryptamine,2b,5 hydroxytryptamine,hydroxytryptamine 2b,2b receptor,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,smooth,muscle,contraction,smooth muscle,muscle contraction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,heart,development,heart development,vasoconstriction,behavior,of behavior,size,of anatomical,structure size,vascular,circulatory,vascular process,process in,in circulatory,circulatory system,system process,communication,cell communication,development,structure development,signal,transduction,signal transduction,tube,size,of tube,tube size,coupled,serotonin,g protein,protein coupled,coupled serotonin,serotonin receptor,receptor activity,multicellular,organism,development,multicellular organism,organism development,animal,organ,development,animal organ,organ development,quality,biological quality,muscle,contraction,muscle contraction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,multicellular,organismal,multicellular organismal,organismal process,behavior,of behavior,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance,smooth,muscle,contraction,smooth muscle,muscle contraction,behavior,development,system development,muscle,muscle system,system process,multicellular,organismal,of multicellular,multicellular organismal,organismal process,tube,diameter,of tube,tube diameter,transmembrane signaling,signaling receptor,receptor activity,circulatory,development,circulatory system,system development,coupled,amine,g protein,protein coupled,coupled amine,amine receptor,receptor activity,heart,development,heart development,blood,circulation,blood circulation,developmental,developmental process,circulatory,circulatory system,system process,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,vasoconstriction"
IPR000484,"photosynthetic,reaction,centre,photosynthetic reaction,reaction centre,lm,electron,electron transporter,electrons,within,the,electron,pathway,photosynthesis,transferring electrons,electrons within,within the,the cyclic,cyclic electron,electron transport,transport pathway,pathway of,of photosynthesis,photosynthesis activity,photosynthetic,electron,photosystem,ii,photosynthetic electron,electron transport,transport in,in photosystem,photosystem ii,photosynthesis,light,reaction,light reaction,photosynthetic,electron,chain,photosynthetic electron,electron transport,transport chain,electron,chain,electron transport,transport chain,generation,precursor,metabolites,and,energy,generation of,of precursor,precursor metabolites,metabolites and,and energy,photosynthesis,light,reaction,light reaction,photosynthesis,electron,electron transporter,electrons,within,the,electron,pathway,photosynthesis,transferring electrons,electrons within,within the,the cyclic,cyclic electron,electron transport,transport pathway,pathway of,of photosynthesis,photosynthesis activity,photosynthetic,electron,photosystem,ii,photosynthetic electron,electron transport,transport in,in photosystem,photosystem ii,electron,transfer,electron transfer,transfer activity"
IPR000485,"asnc,hth,asnc type,type hth,hth domain,sequence,specific,sequence specific,specific dna,sequence,specific,sequence specific,specific dna"
IPR000486,"extradiol,ring,cleavage,dioxygenase,extradiol ring,ring cleavage,cleavage dioxygenase,class,ii,class i,i ii,ferrous,iron,ferrous iron,iron binding,cation binding,transition,transition metal,iron,iron ion,ferrous,iron,ferrous iron,iron binding"
IPR000488,"death,death domain,protein binding,signal,transduction,signal transduction,communication,cell communication,signal,transduction,signal transduction,protein binding"
IPR000489,"pterin,pterin binding,pteridine,pteridine containing,pteridine,pteridine containing"
IPR000490,"glycoside,17,glycoside hydrolase,hydrolase family,family 17,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,carbohydrate metabolic,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,carbohydrate metabolic,glycosyl,on glycosyl,glycosyl bonds"
IPR000491,"inhibin,beta,beta a,a subunit,hormone,hormone activity,extracellular,region,extracellular region,signaling receptor,receptor regulator,regulator activity,signaling receptor,receptor binding,extracellular,region,extracellular region,protein binding,function,function regulator,regulator activity,hormone,hormone activity,function,activator,function activator,activator activity,activator,signaling receptor,receptor activator,activator activity,ligand,receptor ligand,ligand activity"
IPR000492,"protamine,protamine 2,spermatid,development,spermatid development,chromosome,organization,chromosome organization,organization,organelle organization,organization,biogenesis,component organization,organization or,or biogenesis,development,structure development,reproductive,reproductive process,spermatid,differentiation,spermatid differentiation,multicellular,organismal,reproductive,multicellular organismal,organismal reproductive,reproductive process,development,cell development,gamete,generation,gamete generation,spermatogenesis,spermatid,development,spermatid development,developmental,cellular developmental,developmental process,developmental,developmental process,sexual,reproduction,sexual reproduction,multicellular,organism,reproduction,multicellular organism,organism reproduction,reproduction,chromosome,organization,chromosome organization,male,gamete,generation,male gamete,gamete generation,involved,reproduction,multicellular,organism,process involved,involved in,in reproduction,reproduction in,in multicellular,multicellular organism,germ,development,germ cell,cell development,differentiation,cell differentiation,developmental,involved,reproduction,developmental process,process involved,involved in,in reproduction,multicellular,organismal,multicellular organismal,organismal process,organization,component organization"
IPR000493,"inositol,145,trisphosphate,inositol 145,145 trisphosphate,trisphosphate receptor,inositol,145,trisphosphate,sensitive,calcium,release,channel,inositol 145,145 trisphosphate,trisphosphate sensitive,sensitive calcium,calcium release,release channel,channel activity,inositol,145,trisphosphate,inositol 145,145 trisphosphate,trisphosphate binding,calcium,calcium ion,ion transport,endoplasmic,reticulum,endoplasmic reticulum,transmembrane transporter,transporter activity,calcium,calcium ion,ion transport,calcium,calcium ion,ion transmembrane,transmembrane transporter,transporter activity,salt,salt transmembrane,transmembrane transporter,transporter activity,endomembrane,endomembrane system,anion binding,calcium,channel,calcium channel,channel activity,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,inositol,145,trisphosphate,inositol 145,145 trisphosphate,trisphosphate binding,alcohol,alcohol binding,ligand,gated,monoatomic,channel,intracellular ligand,ligand gated,gated monoatomic,monoatomic ion,ion channel,channel activity,ligand,gated,calcium,channel,ligand gated,gated calcium,calcium channel,channel activity,inositol,145,trisphosphate,sensitive,calcium,release,channel,inositol 145,145 trisphosphate,trisphosphate sensitive,sensitive calcium,calcium release,release channel,channel activity,ion transport,monoatomic,channel,monoatomic cation,cation channel,channel activity,cytoplasm,inorganic,inorganic cation,cation transmembrane,transmembrane transporter,transporter activity,ligand,gated,monoatomic,channel,ligand gated,gated monoatomic,monoatomic cation,cation channel,channel activity,calcium,release,channel,calcium release,release channel,channel activity,substance transport,monoatomic,monoatomic cation,cation transport,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,monoatomic,channel,monoatomic ion,ion channel,channel activity,ligand,gated,channel,ligand gated,gated channel,channel activity,ion transmembrane,transmembrane transporter,transporter activity,channel,channel activity,ligand,gated,monoatomic,channel,ligand gated,gated monoatomic,monoatomic ion,ion channel,channel activity,endoplasmic,reticulum,endoplasmic reticulum,transporter activity,molecule binding,gated,channel,gated channel,channel activity,monoatomic,monoatomic ion,ion transport,passive,passive transmembrane,transmembrane transporter,transporter activity"
IPR000494,"receptor l,l domain"
IPR000497,"dopamine,d5,dopamine d5,d5 receptor,dopamine,neurotransmitter,dopamine neurotransmitter,neurotransmitter receptor,receptor activity,adenylate,cyclase,activating,coupled,pathway,adenylate cyclase,cyclase activating,activating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,plasma,plasma membrane,periphery,cell periphery,communication,cell communication,signal,transduction,signal transduction,adenylate,cyclase,activating,coupled,pathway,adenylate cyclase,cyclase activating,activating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,plasma,plasma membrane,dopamine,neurotransmitter,dopamine neurotransmitter,neurotransmitter receptor,receptor activity,neurotransmitter,neurotransmitter receptor,receptor activity,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,adenylate,cyclase,modulating,coupled,pathway,adenylate cyclase,cyclase modulating,modulating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,postsynaptic,neurotransmitter,postsynaptic neurotransmitter,neurotransmitter receptor,receptor activity"
IPR000498,"outer,ompa,outer membrane,membrane protein,protein ompa,ompa like,transmembrane domain,outer,cell outer,outer membrane,outer,outer membrane,outer,cell outer,outer membrane,envelope,cell envelope,envelope,external,encapsulating,external encapsulating,encapsulating structure,periphery,cell periphery"
IPR000499,"endothelin,endothelin receptor,receptor family,endothelin,endothelin receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,blood,pressure,of blood,blood pressure,vasoconstriction,enteric,nervous,development,enteric nervous,nervous system,system development,nervous,development,nervous system,system development,size,of anatomical,structure size,endothelin,endothelin receptor,receptor activity,vascular,circulatory,vascular process,process in,in circulatory,circulatory system,system process,communication,cell communication,development,structure development,signal,transduction,signal transduction,tube,size,of tube,tube size,multicellular,organism,development,multicellular organism,organism development,autonomic,nervous,development,autonomic nervous,nervous system,system development,quality,biological quality,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,multicellular,organismal,multicellular organismal,organismal process,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance,development,system development,peptide,peptide receptor,receptor activity,enteric,nervous,development,enteric nervous,nervous system,system development,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,tube,diameter,of tube,tube diameter,transmembrane signaling,signaling receptor,receptor activity,blood,pressure,of blood,blood pressure,blood,circulation,blood circulation,circulatory,circulatory system,system process,developmental,developmental process,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,vasoconstriction"
